BSU number Source,Source,BSU number target,Target,beta.mean,var.exp.rank.mean,"prior (Interaction (0=novel, -1=recovered prior repression, 1=recovered prior activation)"
BSU00010,dnaA,BSU14550,ykrA,-0.256,36337.312,0
BSU00010,dnaA,BSU22360,asnS,-0.187,39276.213,0
BSU00010,dnaA,BSU23360,ppiB,-0.212,36078.902,0
BSU00010,dnaA,BSU23770,dsdA,-0.233,43850.91,0
BSU00010,dnaA,BSU23790,yqjP,-0.222,29763.325,0
BSU00010,dnaA,BSU25180,trmK,-0.259,42340.948,0
BSU00010,dnaA,BSU27530,yrvN,-0.206,36624.33,0
BSU00010,dnaA,BSU27710,tgt,-0.187,38372.795,0
BSU00010,dnaA,BSU27730,ruvB,-0.196,34415.43,0
BSU00010,dnaA,BSU28980,dnaI,-0.234,39141.53,0
BSU00010,dnaA,BSU29970,ytkP,-0.18,39311.713,0
BSU00010,dnaA,BSU31520,malK,-0.297,33778.705,0
BSU00010,dnaA,BSU31530,malR,-0.344,20496.285,0
BSU00010,dnaA,BSU32290,yutF,-0.257,27334.147,0
BSU00010,dnaA,BSU32300,yutE,-0.443,7276.68,0
BSU00010,dnaA,BSU32310,yutD,-0.371,10167.163,0
BSU00010,dnaA,BSU32330,lipA,-0.242,33368.302,0
BSU00010,dnaA,BSU33180,yvrC,-0.258,43471.668,0
BSU00010,dnaA,BSU34720,psdR,-0.206,41687.397,0
BSU00010,dnaA,BSU35000,hprK,-0.185,44750.798,0
BSU00010,dnaA,BSU35660,mnaA,-0.177,42046.692,0
BSU00010,dnaA,BSU36950,tsaC,-0.881,1020.615,-1
BSU00010,dnaA,BSU37340,ywiB,-0.24,31276.385,0
BSU00010,dnaA,BSU37520,ywhD,-0.24,41382.1,0
BSU00010,dnaA,BSU38490,menA,-0.171,41098.205,0
BSU00010,dnaA,BSU39660,yxdJ,-0.248,28171.805,0
BSU00010,dnaA,BSU40230,yydA,-0.628,1887.09,-1
BSU00010,dnaA,BSU40239,yyzF,-0.316,31686.237,0
BSU00010,dnaA,BSU40650,yybG,-0.152,43475.467,0
BSU12370,exuR,BSU12300,uxaC,-0.323,12396.675,-1
BSU12370,exuR,BSU12310,yjmB,-0.258,39117.275,-1
BSU12370,exuR,BSU12380,uxaB,-0.233,39905.695,-1
BSU12370,exuR,BSU19080,yobT,-0.186,42334.408,0
BSU12370,exuR,BSU23810,yqjN,-0.152,42913.07,0
BSU12370,exuR,BSU34110,rsbP,-0.206,42505.26,0
BSU12370,exuR,BSU39030,yxiT/2,0.183,42031.077,0
BSU28550,fadR,BSU10270,lcfB,-0.677,1607.92,-1
BSU28550,fadR,BSU11080,yitQ,-0.284,42059.363,0
BSU28550,fadR,BSU14060,fadH,-0.903,1169.455,-1
BSU28550,fadR,BSU14071,fadG,-0.746,2176.88,-1
BSU28550,fadR,BSU26760,yrdC,0.172,42556.902,0
BSU28550,fadR,BSU28520,etfA,-0.695,671.89,-1
BSU28550,fadR,BSU28530,etfB,-0.746,421.015,-1
BSU28550,fadR,BSU28540,fadB,-0.774,414.91,-1
BSU28550,fadR,BSU28560,lcfA,-0.479,2190.885,-1
BSU28550,fadR,BSU32820,fadE,-0.842,454.91,-1
BSU28550,fadR,BSU32830,fadA,-0.768,562.885,-1
BSU28550,fadR,BSU32840,fadN,-0.725,649.055,-1
BSU28550,fadR,BSU37160,rpoE,-0.366,40792.382,-1
BSU28550,fadR,BSU37170,acdA,-0.739,964.56,-1
BSU28550,fadR,BSU37180,fadF,-0.774,998.17,-1
BSU15880,fapR,BSU01030,rplA,-0.18,42392.96,0
BSU15880,fapR,BSU01050,rplL,-0.213,40826.58,0
BSU15880,fapR,BSU01380,map,-0.15,43105.762,0
BSU15880,fapR,BSU01390,infA,-0.147,43625.22,0
BSU15880,fapR,BSU01400,rpmJ,-0.165,42664.92,0
BSU15880,fapR,BSU01500,rpsI,-0.173,43326.518,0
BSU15880,fapR,BSU02720,yccF,-0.157,43071.548,0
BSU15880,fapR,BSU06690,gatB,-0.203,38155.22,0
BSU15880,fapR,BSU09540,plsC,-0.6,3969.588,-1
BSU15880,fapR,BSU10170,fabHB,-0.652,2408.8,-1
BSU15880,fapR,BSU11330,fabHA,-0.608,1627.89,-1
BSU15880,fapR,BSU11340,fabF,-0.57,1759.925,-1
BSU15880,fapR,BSU11720,fabI,-0.63,1601.585,-1
BSU15880,fapR,BSU13130,proA,-0.227,43301.035,0
BSU15880,fapR,BSU14780,ylaH,-0.163,41747.995,0
BSU15880,fapR,BSU15070,ylbN,-0.208,41739.265,0
BSU15880,fapR,BSU15080,rpmF,-0.198,41841.265,0
BSU15880,fapR,BSU15890,plsX,-0.66,1475.09,-1
BSU15880,fapR,BSU15900,fabD,-0.685,1226.57,-1
BSU15880,fapR,BSU15910,fabG,-0.661,1342.585,-1
BSU15880,fapR,BSU15920,acpA,-0.337,8025.913,-1
BSU15880,fapR,BSU15930,rnc,-0.43,7914.93,0
BSU15880,fapR,BSU15940,smc,-0.33,9481.34,0
BSU15880,fapR,BSU15950,ftsY,-0.312,16887.475,0
BSU15880,fapR,BSU15990,rpsP,-0.212,41006.147,0
BSU15880,fapR,BSU16000,ylqC,-0.245,33785.735,0
BSU15880,fapR,BSU16500,tsf,-0.256,35601.978,0
BSU15880,fapR,BSU24310,folD,-0.198,42471.243,0
BSU15880,fapR,BSU24350,accB,-0.295,31585.847,0
BSU15880,fapR,BSU27330,udk,-0.149,43321.092,0
BSU15880,fapR,BSU27340,yrrO,-0.158,43521.507,0
BSU15880,fapR,BSU28850,rplT,-0.173,43317.08,0
BSU15880,fapR,BSU29660,rpsD,-0.202,41705.79,0
BSU15880,fapR,BSU41050,rnpA,-0.183,41439.4,0
BSU15880,fapR,BSU41060,rpmH,-0.214,41332.817,0
BSU27170,fatR,BSU01730,sigW,0.203,29014.79,0
BSU27170,fatR,BSU04120,yczI,0.165,42508.842,0
BSU27170,fatR,BSU13590,mtnW,-0.18,41567.93,0
BSU27170,fatR,BSU13600,mtnX,-0.183,42035.952,0
BSU27170,fatR,BSU13610,mtnB,-0.182,41728.53,0
BSU27170,fatR,BSU27160,yrhJ,-0.831,2282.62,-1
BSU37310,fnr,BSU37250,narI,0.854,344.405,1
BSU37310,fnr,BSU37260,narJ,0.954,139.675,1
BSU37310,fnr,BSU37270,narH,0.922,360.915,1
BSU37310,fnr,BSU37280,narG,0.955,248.235,1
BSU37310,fnr,BSU37290,arfM,0.809,589.84,1
BSU37310,fnr,BSU37300,ywiC,0.468,36446.47,0
BSU37310,fnr,BSU37320,narK,0.812,570.305,1
BSU32560,frlR,BSU32530,pucF,-0.18,43578.168,0
BSU32560,frlR,BSU32550,yurJ,-0.695,1282.995,0
BSU32560,frlR,BSU32570,frlD,-0.664,480.705,-1
BSU32560,frlR,BSU32580,frlM,-0.674,248.015,-1
BSU32560,frlR,BSU32590,frlN,-0.686,179.045,-1
BSU32560,frlR,BSU32600,frlO,-0.677,177.385,-1
BSU32560,frlR,BSU32610,frlB,-0.625,570.225,-1
BSU14380,fruR,BSU14390,fruK,-0.915,458.995,-1
BSU14380,fruR,BSU14400,fruA,-0.931,390.03,-1
BSU23520,fur,BSU01600,ybbA,-0.726,694.445,-1
BSU23520,fur,BSU01610,feuC,-0.781,349.415,-1
BSU23520,fur,BSU01620,feuB,-0.753,354.025,-1
BSU23520,fur,BSU01630,feuA,-0.659,606.53,-1
BSU23520,fur,BSU01640,btr,-0.773,943.32,-1
BSU23520,fur,BSU03270,ycgT,-0.841,822.095,-1
BSU23520,fur,BSU03280,nasF,-0.152,37910.14,-1
BSU23520,fur,BSU03290,nasE,-0.178,42548.94,-1
BSU23520,fur,BSU03800,yclN,-0.636,1246.265,-1
BSU23520,fur,BSU03810,yclO,-0.59,1325.88,-1
BSU23520,fur,BSU03820,yclP,-0.585,1295.955,-1
BSU23520,fur,BSU03830,yclQ,-0.615,1202.86,-1
BSU23520,fur,BSU04530,fbpB,-0.827,1068.59,-1
BSU23520,fur,BSU07150,hmoA,-0.786,1058.17,-1
BSU23520,fur,BSU07510,yfmD,-0.348,11476.14,-1
BSU23520,fur,BSU07520,yfmC,-0.508,2735.545,-1
BSU23520,fur,BSU08440,yfiY,-0.772,917.835,-1
BSU23520,fur,BSU08450,yfiZ,-0.686,984.365,-1
BSU23520,fur,BSU08460,yfhA,-0.626,1129.215,-1
BSU23520,fur,BSU08480,yfhC,-0.66,1537.225,-1
BSU23520,fur,BSU10330,yhfQ,-0.756,1004.325,-1
BSU23520,fur,BSU13850,zosA,0.227,29720.8,0
BSU23520,fur,BSU14150,ykuN,-0.918,580.93,-1
BSU23520,fur,BSU14160,ykuO,-0.919,567.515,-1
BSU23520,fur,BSU14170,ykuP,-0.919,577.875,-1
BSU23520,fur,BSU18630,yoaJ,-0.628,2059.79,-1
BSU23520,fur,BSU31959,ybdZ,-0.712,1539.005,0
BSU23520,fur,BSU31960,dhbF,-0.846,682.11,-1
BSU23520,fur,BSU31970,dhbB,-0.911,450.48,-1
BSU23520,fur,BSU31980,dhbE,-0.909,448.365,-1
BSU23520,fur,BSU31990,dhbC,-0.934,413.18,-1
BSU23520,fur,BSU32000,dhbA,-0.949,374.19,-1
BSU23520,fur,BSU32010,besA,-0.916,346.28,-1
BSU23520,fur,BSU32930,yusU,-0.642,4036.685,0
BSU23520,fur,BSU32940,yusV,-0.631,1855.825,-1
BSU23520,fur,BSU33290,fhuC,-0.594,8787.192,-1
BSU23520,fur,BSU33300,fhuG,-0.87,555.89,-1
BSU23520,fur,BSU33310,fhuB,-0.771,1080.005,-1
BSU23520,fur,BSU33320,fhuD,-0.862,587.915,-1
BSU23520,fur,BSU37220,ywjB,-0.564,3023.555,-1
BSU23520,fur,BSU37230,ywjA,-0.641,2135.415,-1
BSU23520,fur,BSU38250,ywbO,-0.264,30814.778,0
BSU23520,fur,BSU38260,ywbN,-0.454,3251.055,-1
BSU23520,fur,BSU38270,ywbM,-0.71,1024.44,-1
BSU23520,fur,BSU38280,ywbL,-0.706,1042.155,-1
BSU23520,fur,BSU39610,yxeB,-0.856,638.28,-1
BSU03890,gabR,BSU03900,gabT,0.483,10596.862,1
BSU03890,gabR,BSU03910,gabD,0.523,1954.015,1
BSU03890,gabR,BSU32900,yusR,0.265,33052.95,0
BSU03890,gabR,BSU32910,yusS,0.222,36344.625,0
BSU28410,gerE,BSU03788,yczM,0.491,2064.96,0
BSU28410,gerE,BSU03789,yczN,0.318,27736.312,0
BSU28410,gerE,BSU05529,ydzR,0.347,8990.83,0
BSU28410,gerE,BSU07270,yfnH,0.179,39482.223,0
BSU28410,gerE,BSU07280,yfnG,0.199,39045.355,0
BSU28410,gerE,BSU07290,yfnF,0.183,38599.147,0
BSU28410,gerE,BSU09958,sscA,0.205,8573.205,1
BSU28410,gerE,BSU11280,yjaU,0.272,16803.037,0
BSU28410,gerE,BSU11760,cotX,0.196,22103.127,1
BSU28410,gerE,BSU11770,cotW,0.134,41273.202,1
BSU28410,gerE,BSU11780,cotV,0.148,33066.12,1
BSU28410,gerE,BSU11809,yjcZ,0.375,2689.865,0
BSU28410,gerE,BSU11810,spoVIF,0.211,19146.623,0
BSU28410,gerE,BSU17260,aprX,0.536,2167.88,0
BSU28410,gerE,BSU17410,cwlC,0.457,3807.78,1
BSU28410,gerE,BSU17700,cotC,0.495,3351.035,1
BSU28410,gerE,BSU19770,cgeC,0.22,13604.948,1
BSU28410,gerE,BSU19780,cgeA,0.402,1200.545,1
BSU28410,gerE,BSU19790,cgeB,0.323,1279.105,1
BSU28410,gerE,BSU19810,yodU,0.321,7563.205,0
BSU28410,gerE,BSU21670,ypqP,0.163,35639.53,0
BSU28410,gerE,BSU23350,ypzD,0.319,11385.097,0
BSU28410,gerE,BSU25710,cwlH,0.275,6795.547,1
BSU28410,gerE,BSU30640,ytkC,0.193,38109.19,0
BSU28410,gerE,BSU32469,yuzJ,0.309,33076.8,0
BSU28410,gerE,BSU32640,sspG,0.51,1090.155,1
BSU28410,gerE,BSU32650,yurS,0.496,1235.565,1
BSU28410,gerE,BSU34530,cotR,0.125,42476.832,0
BSU28410,gerE,BSU36030,ywrK,0.274,10892.007,0
BSU28410,gerE,BSU36070,cotG,0.42,1555.8,1
BSU28410,gerE,BSU37440,ywhL,0.35,25081.69,0
BSU28410,gerE,BSU37450,ywhK,0.45,5843.142,0
BSU15090,gerR,BSU05529,ydzR,0.166,42049.88,0
BSU15090,gerR,BSU11809,yjcZ,0.243,12257.558,0
BSU15090,gerR,BSU11810,spoVIF,0.141,39823.768,1
BSU15090,gerR,BSU19790,cgeB,0.108,41434.39,1
BSU15090,gerR,BSU36070,cotG,0.229,6823.703,1
BSU15090,gerR,BSU37450,ywhK,0.168,43520.165,0
BSU36300,glcR,BSU19220,yocI,0.204,42163.268,0
BSU36300,glcR,BSU24710,comGC,-0.123,43062.365,0
BSU36300,glcR,BSU36290,ywpJ,0.63,2996.645,0
BSU36300,glcR,BSU38410,sacX,0.219,41627.985,0
BSU02450,glnL,BSU02420,glnT,0.896,659.895,1
BSU02450,glnL,BSU02430,glsA,0.946,299.73,1
BSU02450,glnL,BSU02619,yczK,0.162,43097.283,0
BSU02450,glnL,BSU02620,phoD,0.238,35733.035,0
BSU02450,glnL,BSU02630,tatAD,0.202,40229.73,0
BSU02450,glnL,BSU03652,yclD,0.206,42927.448,0
BSU02450,glnL,BSU04180,ydaC,0.204,42008.585,0
BSU02450,glnL,BSU07410,yfmN,0.276,39681.552,0
BSU02450,glnL,BSU08310,yfiL,0.213,42159.732,0
BSU02450,glnL,BSU12130,yjfC,0.19,42198.385,0
BSU02450,glnL,BSU13050,ykzH,0.207,41168.895,0
BSU02450,glnL,BSU26089,yqzN,0.201,41398.345,0
BSU02450,glnL,BSU26090,yqbJ,0.193,42354.5,0
BSU02450,glnL,BSU34460,levB,0.281,40208.04,0
BSU17450,glnR,BSU13310,tnrA,-0.243,27902.888,-1
BSU17450,glnR,BSU17460,glnA,-0.487,5344.413,-1
BSU17450,glnR,BSU36640,ureC,-0.605,3798.755,-1
BSU17450,glnR,BSU36650,ureB,-0.36,21071.49,-1
BSU17450,glnR,BSU36660,ureA,-0.303,30000.92,-1
BSU18460,gltC,BSU18440,gltB,0.901,89.24,1
BSU18460,gltC,BSU18450,gltA,0.912,97.245,1
BSU08190,glvR,BSU08180,malA,0.787,430.355,1
BSU08190,glvR,BSU08200,malP,0.681,534.83,1
BSU08190,glvR,BSU34560,malL,0.246,37972.165,0
BSU08190,glvR,BSU34620,yvdF,0.276,42091.973,0
BSU05850,gmuR,BSU05810,gmuB,-0.684,1147.395,-1
BSU05850,gmuR,BSU05820,gmuA,-0.636,1343.715,-1
BSU05850,gmuR,BSU05830,gmuC,-0.634,1269.44,-1
BSU05850,gmuR,BSU05840,gmuD,-0.625,1170.245,-1
BSU05850,gmuR,BSU05860,gmuE,-0.61,1757.85,-1
BSU05850,gmuR,BSU05870,gmuF,-0.59,1973.1,-1
BSU05850,gmuR,BSU05880,gmuG,-0.431,4932.868,-1
BSU05850,gmuR,BSU35070,yvmC,-0.244,26896.41,0
BSU40050,gntR,BSU17800,yndJ,-0.165,37257.325,0
BSU40050,gntR,BSU28020,mreC,-0.222,31672.353,0
BSU40050,gntR,BSU40070,gntP,-0.234,39848.872,-1
BSU40050,gntR,BSU40080,gntZ,-0.25,42803.183,-1
BSU06140,gutR,BSU06150,gutB,0.943,333.96,1
BSU06140,gutR,BSU06160,gutP,0.93,293.865,1
BSU25490,hrcA,BSU00910,ispF,-0.306,41542.387,0
BSU25490,hrcA,BSU06020,groES,-0.644,3257.073,-1
BSU25490,hrcA,BSU06030,groEL,-0.62,3789.055,-1
BSU25490,hrcA,BSU06048,ydzU,-0.272,43667.41,0
BSU25490,hrcA,BSU06670,gatC,-0.279,32080.095,0
BSU25490,hrcA,BSU08000,yfjQ,-0.193,42001.865,0
BSU25490,hrcA,BSU08650,fabL,-0.264,24775.43,0
BSU25490,hrcA,BSU09520,sigM,-0.222,30860.232,0
BSU25490,hrcA,BSU11170,yitY,-0.176,42331.363,0
BSU25490,hrcA,BSU11590,yjbL,-0.234,41983.408,0
BSU25490,hrcA,BSU12850,ykaA,-0.286,43264.465,0
BSU25490,hrcA,BSU13200,rsbRB,-0.211,41073.887,0
BSU25490,hrcA,BSU14180,ykuQ,-0.298,42257.95,0
BSU25490,hrcA,BSU15040,ylbK,-0.247,43518.965,0
BSU25490,hrcA,BSU16670,ribC,-0.269,43207.762,0
BSU25490,hrcA,BSU17040,mutS,-0.217,42415.183,0
BSU25490,hrcA,BSU19390,yojN,-0.295,30315.49,0
BSU25490,hrcA,BSU19460,bshB2,-0.301,23400.752,0
BSU25490,hrcA,BSU19470,yojF,-0.402,10947.382,0
BSU25490,hrcA,BSU19479,yoyC,-0.411,9761.792,0
BSU25490,hrcA,BSU19630,deoD,-0.287,42015.533,0
BSU25490,hrcA,BSU22410,panD,-0.332,39593.302,0
BSU25490,hrcA,BSU22420,panC,-0.231,44266.283,0
BSU25490,hrcA,BSU22430,panB,-0.247,33237.015,0
BSU25490,hrcA,BSU22460,bshA,-0.259,39851.378,0
BSU25490,hrcA,BSU22470,bshB1,-0.344,32788.515,0
BSU25490,hrcA,BSU22480,mgsA,-0.365,27638.72,0
BSU25490,hrcA,BSU22490,dapB,-0.312,36043.51,0
BSU25490,hrcA,BSU22500,ypjD,-0.289,36650.817,0
BSU25490,hrcA,BSU24100,bkdR,-0.36,20222.772,0
BSU25490,hrcA,BSU25250,ccpN,-0.348,25046.46,0
BSU25490,hrcA,BSU25430,yqeV,-0.462,3363.88,-1
BSU25490,hrcA,BSU25440,yqeU,-0.461,2635.59,-1
BSU25490,hrcA,BSU25450,yqeT,-0.646,1405.625,-1
BSU25490,hrcA,BSU25460,dnaJ,-0.766,896.78,-1
BSU25490,hrcA,BSU25470,dnaK,-0.815,1016.475,-1
BSU25490,hrcA,BSU25480,grpE,-0.843,594.955,-1
BSU25490,hrcA,BSU27320,greA,-0.274,42493.225,0
BSU25490,hrcA,BSU27490,yrrB,-0.183,40356.77,0
BSU25490,hrcA,BSU27630,yrvD,-0.386,42544.57,0
BSU25490,hrcA,BSU27730,ruvB,-0.223,39414.27,0
BSU25490,hrcA,BSU27740,ruvA,-0.349,32287.393,0
BSU25490,hrcA,BSU28230,tig,-0.28,27310.17,0
BSU25490,hrcA,BSU29530,sppA,-0.249,40571.217,0
BSU25490,hrcA,BSU29560,ytcI,-0.216,35230.793,0
BSU25490,hrcA,BSU29820,ytpR,-0.302,21618.415,0
BSU25490,hrcA,BSU29830,ytpQ,-0.21,37461.073,0
BSU25490,hrcA,BSU29850,ytoQ,-0.341,22111.18,0
BSU25490,hrcA,BSU30320,leuS,-0.205,42878.387,0
BSU25490,hrcA,BSU32400,yunG,-0.319,42338.73,0
BSU25490,hrcA,BSU32810,yusI,-0.338,42348.243,0
BSU03470,hxlR,BSU03450,hxlB,0.98,62.675,1
BSU03470,hxlR,BSU03460,hxlA,0.98,55.965,1
BSU40540,hypR,BSU00210,recR,0.207,40847.1,0
BSU40540,hypR,BSU07820,treR,0.213,27949.05,0
BSU40540,hypR,BSU07830,hypO,0.986,26.85,1
BSU40540,hypR,BSU29580,thiI,0.228,41888.298,0
BSU40540,hypR,BSU29590,nifZ,0.213,43794.082,0
BSU39770,iolR,BSU06230,iolT,-0.724,1065.845,-1
BSU39770,iolR,BSU10850,iolX,-0.322,15959.767,0
BSU39770,iolR,BSU17630,yncC,-0.283,40200.925,0
BSU39770,iolR,BSU19520,yojA,-0.489,10839.965,0
BSU39770,iolR,BSU19530,yodA,-0.275,38450.435,0
BSU39770,iolR,BSU30260,msmR,-0.382,39208.5,0
BSU39770,iolR,BSU34570,yvdK,-0.208,31762.945,0
BSU39770,iolR,BSU34580,yvdJ,-0.177,37405.872,0
BSU39770,iolR,BSU34590,mdxG,-0.16,40074.595,0
BSU39770,iolR,BSU34600,mdxF,-0.189,35276.73,0
BSU39770,iolR,BSU39660,yxdJ,-0.282,40331.335,0
BSU39770,iolR,BSU39670,iolJ,-0.777,661.635,-1
BSU39770,iolR,BSU39680,iolI,-0.767,552.285,-1
BSU39770,iolR,BSU39690,iolH,-0.704,646.675,-1
BSU39770,iolR,BSU39700,iolG,-0.693,564.385,-1
BSU39770,iolR,BSU39710,iolF,-0.696,528.385,-1
BSU39770,iolR,BSU39720,iolE,-0.702,494.105,-1
BSU39770,iolR,BSU39730,iolD,-0.718,548.645,-1
BSU39770,iolR,BSU39740,iolC,-0.716,616.53,-1
BSU39770,iolR,BSU39750,iolB,-0.736,813.23,-1
BSU39770,iolR,BSU39760,iolA,-0.861,533.085,-1
BSU39770,iolR,BSU39780,iolS,-0.333,9445.15,-1
BSU39770,iolR,BSU40660,yybF,-0.187,43002.77,0
BSU22120,kdgR,BSU06710,swrC,-0.196,41567.92,0
BSU22120,kdgR,BSU22090,kdgT,-0.621,3147.693,-1
BSU22120,kdgR,BSU22100,kdgA,-0.702,1271.005,-1
BSU22120,kdgR,BSU22110,kdgK,-0.964,576.075,-1
BSU22120,kdgR,BSU22130,kduI,-0.895,1036.97,-1
BSU22120,kdgR,BSU22140,kduD,-0.864,1286.335,-1
BSU04100,kipR,BSU04050,ycsF,-1.096,551.935,-1
BSU04100,kipR,BSU04060,ycsG,-1.092,338.91,-1
BSU04100,kipR,BSU04070,ycsI,-1.101,318.875,-1
BSU04100,kipR,BSU04080,kipI,-1.106,319.33,-1
BSU04100,kipR,BSU04090,kipA,-1.093,386.6,-1
BSU04100,kipR,BSU04110,lipC,-0.873,798.445,-1
BSU04100,kipR,BSU06037,ydzT/4,-0.196,42800.878,0
BSU04100,kipR,BSU10350,yhfS,-0.18,35102.025,0
BSU04100,kipR,BSU10360,yhfT,-0.149,38895.738,0
BSU04100,kipR,BSU11470,oppF,-0.149,42779.082,0
BSU04100,kipR,BSU22870,fni,-0.195,43792.827,0
BSU34170,lacR,BSU06660,opuE,0.28,36625.658,0
BSU34170,lacR,BSU06960,yesN,-0.205,42122.033,0
BSU34170,lacR,BSU30170,ytcP,-0.215,43076.933,0
BSU34170,lacR,BSU31180,yulE,-0.202,41371.628,0
BSU34170,lacR,BSU31190,yulD,-0.264,32944.128,0
BSU34170,lacR,BSU31220,yuxG,-0.605,7043.132,0
BSU34170,lacR,BSU34120,ganB,-0.868,736.215,-1
BSU34170,lacR,BSU34130,ganA,-1.022,574.385,-1
BSU34170,lacR,BSU34140,ganQ,-0.964,249.795,-1
BSU34170,lacR,BSU34150,ganP,-0.944,304.2,-1
BSU34170,lacR,BSU34160,cycB,-0.903,709.015,-1
BSU34170,lacR,BSU34570,yvdK,-0.022,38378.507,0
BSU34170,lacR,BSU34580,yvdJ,-0.059,27208.855,0
BSU34170,lacR,BSU34590,mdxG,-0.03,22944.49,0
BSU34170,lacR,BSU34600,mdxF,0.025,21681.175,0
BSU34170,lacR,BSU34610,mdxE,-0.073,38421.44,0
BSU34170,lacR,BSU34620,yvdF,0.125,33664.565,0
BSU27080,levR,BSU27030,sacC,0.642,3795.872,1
BSU27080,levR,BSU27040,levG,0.898,264.48,1
BSU27080,levR,BSU27050,levF,0.892,292.485,1
BSU27080,levR,BSU27060,levE,0.908,299.37,1
BSU27080,levR,BSU27070,levD,0.886,327.15,1
BSU17850,lexA,BSU00050,remB,-0.159,42816.812,0
BSU17850,lexA,BSU05630,dinB,-0.553,6037.07,-1
BSU17850,lexA,BSU06060,ydiO,-0.356,8084.405,-1
BSU17850,lexA,BSU06070,ydiP,-0.372,5820.84,-1
BSU17850,lexA,BSU06610,pcrA,-0.198,33762.315,-1
BSU17850,lexA,BSU06620,ligA,-0.18,37127.897,-1
BSU17850,lexA,BSU06630,yerH,-0.208,36483.073,-1
BSU17850,lexA,BSU09810,yhaZ,-0.515,3276.89,-1
BSU17850,lexA,BSU09910,yhaO,-0.323,26123.25,-1
BSU17850,lexA,BSU09920,sbcE,-0.46,7908.472,-1
BSU17850,lexA,BSU10470,yhjD,-0.503,5718.653,-1
BSU17850,lexA,BSU12500,xkdA,-0.367,22006.68,-1
BSU17850,lexA,BSU17260,aprX,-0.184,27373.623,-1
BSU17850,lexA,BSU17860,yneA,-0.724,1504.795,-1
BSU17850,lexA,BSU17870,yneB,-0.714,1285.955,-1
BSU17850,lexA,BSU17880,ynzC,-0.478,4194.585,-1
BSU17850,lexA,BSU18090,parE,-0.231,30736.535,0
BSU17850,lexA,BSU18100,parC,-0.368,7091.382,-1
BSU17850,lexA,BSU23700,yqjX,-0.261,42927.665,-1
BSU17850,lexA,BSU23710,polY2,-0.271,39133.698,-1
BSU17850,lexA,BSU23870,polY1,-0.44,10656.558,0
BSU17850,lexA,BSU24870,yqgP,-0.188,34890,0
BSU17850,lexA,BSU25690,sda,-0.147,43658.077,-1
BSU17850,lexA,BSU27729,yrzS,-0.358,12181.798,0
BSU17850,lexA,BSU27730,ruvB,-0.28,12903.208,-1
BSU17850,lexA,BSU27740,ruvA,-0.183,30390.013,-1
BSU17850,lexA,BSU28490,uvrC,-0.408,14717.495,-1
BSU17850,lexA,BSU35160,uvrA,-0.561,5395.13,-1
BSU17850,lexA,BSU35170,uvrB,-0.672,2167.77,-1
BSU17850,lexA,BSU35770,tagC,-0.432,20025.62,-1
BSU33080,liaR,BSU05720,ydhE,0.148,32348.105,1
BSU33080,liaR,BSU09320,yhcY,0.36,5890.435,1
BSU33080,liaR,BSU09330,yhcZ,0.371,12097.612,1
BSU33080,liaR,BSU09340,yhdA,0.403,9072.087,1
BSU33080,liaR,BSU10050,ecsB,0.165,40889.098,0
BSU33080,liaR,BSU11540,pepF,0.186,38843.735,0
BSU33080,liaR,BSU18849,yozV,-0.119,42712.255,0
BSU33080,liaR,BSU22590,ypiA,0.139,42632.012,0
BSU33080,liaR,BSU24490,yqhQ,0.167,37171.225,0
BSU33080,liaR,BSU29560,ytcI,0.205,41662.2,0
BSU33080,liaR,BSU33090,liaS,0.601,2328.99,1
BSU33080,liaR,BSU33100,liaF,0.698,1739.27,1
BSU33080,liaR,BSU33110,liaG,0.702,1856.49,1
BSU33080,liaR,BSU33120,liaH,0.718,2007.505,1
BSU33080,liaR,BSU33130,liaI,0.751,1772.65,1
BSU38600,licR,BSU16970,ymdB,-0.194,42801.688,0
BSU38600,licR,BSU22010,ypcP,-0.194,41998.625,0
BSU38600,licR,BSU24250,ahrC,-0.188,42717.118,0
BSU38600,licR,BSU30270,msmE,0.175,42219.135,0
BSU38600,licR,BSU30290,amyC,0.217,41074.838,0
BSU38600,licR,BSU30300,melA,0.209,41643.88,0
BSU38600,licR,BSU31930,ald,0.21,40183.83,0
BSU38600,licR,BSU38560,licH,0.739,437.31,1
BSU38600,licR,BSU38570,licA,0.748,380.645,1
BSU38600,licR,BSU38580,licC,0.743,472.24,1
BSU38600,licR,BSU38590,licB,0.808,612.02,1
BSU02680,lmrA,BSU00220,yaaL,-0.251,42915.152,0
BSU02680,lmrA,BSU00410,rnmV,-0.284,41935.012,0
BSU02680,lmrA,BSU00420,ksgA,-0.369,40827.308,0
BSU02680,lmrA,BSU00570,yabM,-0.272,26239.165,0
BSU02680,lmrA,BSU00700,coaX,-0.218,41906.455,0
BSU02680,lmrA,BSU01140,ybaC,-0.232,35504.91,0
BSU02680,lmrA,BSU01450,ybxA,-0.285,27882.303,0
BSU02680,lmrA,BSU01460,ybaE,-0.333,23103.015,0
BSU02680,lmrA,BSU01470,ybaF,-0.281,31962.412,0
BSU02680,lmrA,BSU01480,truA,-0.358,12859.96,0
BSU02680,lmrA,BSU02670,lmrB,-0.753,1325.19,-1
BSU02680,lmrA,BSU03070,mdr,-0.371,11891.718,0
BSU02680,lmrA,BSU03850,ycnC,-0.373,15438.763,0
